trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
82,False,"{'a': 0.8, 'e': 0.9103967730584245}",30,0,-162.57606490730876,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
83,False,"{'a': 0.8, 'e': 0.33748329408441025}",20,0,-41.994991642603196,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
84,False,"{'a': 0.8, 'e': 0.4401430224960407}",20,0,-90.52729493468233,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
85,False,"{'a': 0.8, 'e': 0.950784487775076}",20,0,-110.14709802925405,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
86,False,"{'a': 0.8, 'e': 0.8846928410561633}",25,7,-65.30851822235145,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
87,False,"{'a': 0.8, 'e': 0.28195838837539206}",30,8,34.76321400907329,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.8, 'e': 0.49180823918046324}",30,0,-52.695258457140206,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
89,False,"{'a': 0.8, 'e': 0.9672505882738824}",20,0,-53.37780353311157,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
90,False,"{'a': 0.8, 'e': 0.8559717097603539}",25,0,-89.80535997024901,"{0: 14, 1: 1, 2: 10, 3: 0, 4: 0}",0
91,False,"{'a': 0.8, 'e': 0.22547187812891345}",30,15,-15.56602648126643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.8, 'e': 0.5417961692373049}",20,0,-16.47605555590151,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
93,False,"{'a': 0.8, 'e': 0.9804179305413608}",20,0,-55.782280501291105,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
94,False,"{'a': 0.8, 'e': 0.8243313311075577}",25,0,-86.19275773850546,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
95,False,"{'a': 0.8, 'e': 0.16821640767405896}",20,4,29.13049005443768,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.8, 'e': 0.5899363314099593}",30,0,-54.37042687386747,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
97,False,"{'a': 0.8, 'e': 0.9902416080360045}",25,0,-82.96793551576924,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
98,False,"{'a': 0.8, 'e': 0.7898796129768653}",25,0,-37.83304947166512,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
99,False,"{'a': 0.8, 'e': 0.11038724383904756}",30,16,-0.1240558933356799,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.6360645461588639}",20,15,8.959762787792094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.9966881176125165}",25,14,-41.449960061282354,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 0}",1
102,False,"{'a': 0.8, 'e': 0.7527340511756142}",25,6,-11.108458976128814,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
103,False,"{'a': 0.8, 'e': 0.05218161000373245}",25,6,-3.4850974247756668,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.6800234955873388}",25,0,-39.17639753488101,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
105,False,"{'a': 0.8, 'e': 0.9997354737825584}",25,0,-98.7603519699783,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
106,False,"{'a': 0.8, 'e': 0.7130213287260063}",30,1,-98.31250188836056,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 1}",1
107,False,"{'a': 0.8, 'e': 0.006201986520476918}",30,16,27.993688716735956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 0.7216632599662003}",20,0,-74.70597159101382,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
109,False,"{'a': 0.8, 'e': 0.9993732836951247}",20,0,-236.7968097087391,"{0: 7, 1: 2, 2: 6, 3: 1, 4: 4}",0
110,False,"{'a': 0.8, 'e': 0.6708768838191963}",30,0,-38.262916516274636,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
111,False,"{'a': 0.8, 'e': 0.06456443148961563}",20,0,4.466420041171908,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.8, 'e': 0.7608418290271979}",20,9,-16.322173412818064,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.9956027825808228}",20,0,-123.67516162859586,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
114,False,"{'a': 0.8, 'e': 0.6264444479103392}",20,0,-77.60028904294573,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
115,False,"{'a': 0.8, 'e': 0.1227066827960061}",20,5,25.113446150775783,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.8, 'e': 0.7974255862817522}",20,0,-55.17592976406442,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.8, 'e': 0.9884368295391845}",25,0,-167.05351064865516,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
118,False,"{'a': 0.8, 'e': 0.5798755555298326}",25,18,3.294991257885952,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.18043044929108393}",30,18,-79.21386630954053,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
120,False,"{'a': 0.8, 'e': 0.8312897647130846}",20,0,-101.1220759317854,"{0: 8, 1: 2, 2: 10, 3: 0, 4: 0}",0
121,False,"{'a': 0.8, 'e': 0.9778998636833706}",20,10,-6.671717955683391,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.5313290274826848}",25,0,-12.215294933741722,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
123,False,"{'a': 0.8, 'e': 0.23753886704718638}",20,10,19.968158678042755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.8, 'e': 0.862318872287684}",20,0,-52.35453207124316,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
125,False,"{'a': 0.8, 'e': 0.9640278207918351}",20,0,-49.02537072663308,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
126,False,"{'a': 0.8, 'e': 0.48097042919830946}",35,0,-93.49014328978484,"{0: 27, 1: 3, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.8, 'e': 0.29383717075173715}",20,13,9.905405648763262,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.8, 'e': 0.8904070858349585}",20,0,-66.17263760467377,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
129,False,"{'a': 0.8, 'e': 0.9468680107512126}",20,0,-79.37145229204238,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
130,False,"{'a': 0.8, 'e': 0.42897150607817996}",25,1,-65.76378480932034,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 1}",1
131,False,"{'a': 0.8, 'e': 0.3491333579443536}",25,2,-12.478463409171514,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
132,False,"{'a': 0.8, 'e': 0.9154586119516546}",25,0,-235.31143513916706,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
133,False,"{'a': 0.8, 'e': 0.9264789562083721}",20,0,-134.1775193246927,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
134,False,"{'a': 0.8, 'e': 0.37550959776701204}",20,14,11.617936982618005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.8, 'e': 0.40323884383131814}",25,10,-39.34636514266929,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.8, 'e': 0.937388013700347}",20,14,3.6912310011081466,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.8, 'e': 0.9029301929819743}",20,8,-59.84463409714074,"{0: 6, 1: 1, 2: 3, 3: 2, 4: 0}",1
138,False,"{'a': 0.8, 'e': 0.3207670333450015}",30,14,-0.8756345163117514,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.8, 'e': 0.4559691044442761}",20,16,9.70703555706761,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8, 'e': 0.9561205019876987}",20,0,-52.99961712287075,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
141,False,"{'a': 0.8, 'e': 0.8763020329141341}",25,0,-35.013650717821555,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
142,False,"{'a': 0.8, 'e': 0.26493050950398056}",30,10,-29.60211951460662,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 0.8, 'e': 0.5071443059497606}",25,18,-31.147101330480734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.8, 'e': 0.9715921906288022}",30,0,-164.85064980679488,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
145,False,"{'a': 0.8, 'e': 0.8466852899710291}",25,0,-79.72140939343956,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
146,False,"{'a': 0.8, 'e': 0.20819045382793033}",25,18,14.113094750157876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.8, 'e': 0.5565899179631276}",25,0,-142.9224109146552,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
148,False,"{'a': 0.8, 'e': 0.9837503142277313}",20,0,-26.688756191156738,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
149,False,"{'a': 0.8, 'e': 0.8141809705265618}",25,0,-56.666355186461246,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
150,False,"{'a': 0.8, 'e': 0.1507403753495426}",25,5,29.976935325228148,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.8, 'e': 0.6041373087754801}",25,0,-72.24620559179449,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
152,False,"{'a': 0.8, 'e': 0.9925534081311793}",20,0,-51.74299226074306,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
153,False,"{'a': 0.8, 'e': 0.7788999288853}",20,0,-109.80632482843689,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
154,False,"{'a': 0.8, 'e': 0.09277620459766088}",20,16,6.449382723871407,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.8, 'e': 0.6496243204633991}",25,0,-103.4468643172487,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
156,False,"{'a': 0.8, 'e': 0.9979714498415359}",25,0,-101.35918453159482,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
157,False,"{'a': 0.8, 'e': 0.7409624892196374}",25,15,3.829432902260689,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8, 'e': 0.03449562538626333}",20,4,27.229043390366567,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.8, 'e': 0.6928958219201651}",30,13,5.745838153155117,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.8, 'e': 0.9999859614070618}",20,0,-149.06299091605524,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
161,False,"{'a': 0.8, 'e': 0.70049803521039}",25,0,-131.76082467198913,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
162,False,"{'a': 0.8, 'e': 0.023902599375901803}",25,6,33.79918214996586,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.8, 'e': 0.7338042379224459}",20,2,-44.87969691206283,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
164,False,"{'a': 0.8, 'e': 0.9985900724399912}",20,0,-41.7915466543069,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
165,False,"{'a': 0.8, 'e': 0.6576445687903848}",20,0,-51.266622604134405,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
166,False,"{'a': 0.8, 'e': 0.08221930555600455}",20,0,4.428520600048173,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
167,False,"{'a': 0.8, 'e': 0.7722100524278709}",25,0,-66.20967742986632,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
168,False,"{'a': 0.8, 'e': 0.9937885435476309}",20,0,-129.58259118363253,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
169,False,"{'a': 0.8, 'e': 0.6125482394960996}",20,14,1.2930032984973199,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.8, 'e': 0.14025560703619017}",20,2,31.409899378648365,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.8, 'e': 0.8079822843874269}",35,0,-77.72772468485286,"{0: 27, 1: 0, 2: 7, 3: 0, 4: 1}",0
172,False,"{'a': 0.8, 'e': 0.9855977500965645}",20,0,-101.17696341914139,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
173,False,"{'a': 0.8, 'e': 0.5653628460320516}",20,0,-62.79445204228847,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
174,False,"{'a': 0.8, 'e': 0.19781357400426822}",25,0,-25.68714631397117,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
175,False,"{'a': 0.8, 'e': 0.8409989344495031}",25,0,-127.76893695047247,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
176,False,"{'a': 0.8, 'e': 0.9740456263652962}",20,0,-160.56495499287408,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
177,False,"{'a': 0.8, 'e': 0.5162493117484245}",35,12,-36.26710537822866,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 0}",1
178,False,"{'a': 0.8, 'e': 0.25469690798333705}",25,6,8.994867234906922,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.8, 'e': 0.8711474010323434}",25,0,-47.809761006448575,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
180,False,"{'a': 0.8, 'e': 0.9591715702758352}",20,0,-27.94280415468648,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
181,False,"{'a': 0.8, 'e': 0.4653751358201272}",35,21,-5.371719496664513,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 0.3107116112973889}",20,0,-3.131281868054574,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.8, 'e': 0.8983248643460409}",20,0,-28.063533473996905,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.8, 'e': 0.9410263090291437}",20,0,-4.10678864880383,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.8, 'e': 0.41291382199956345}",20,12,3.9607270162238404,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 0.36566664869057003}",30,0,-9.01186797596751,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
187,False,"{'a': 0.8, 'e': 0.9224386370540094}",25,0,-117.00228936806886,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
188,False,"{'a': 0.8, 'e': 0.9196717261025812}",20,0,-24.947088131158527,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
189,False,"{'a': 0.8, 'e': 0.35904428689111606}",20,0,-36.044796334316835,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
190,False,"{'a': 0.8, 'e': 0.41937459884298006}",20,13,12.621107052966352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 0.9434064803784696}",25,0,-45.32046597985541,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
192,False,"{'a': 0.8, 'e': 0.8951806501995667}",20,0,-141.43378216487568,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
193,False,"{'a': 0.8, 'e': 0.30395024976511736}",25,14,21.78943386584789,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.47165229356133864}",30,24,11.394610044934911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 0.9611568845714638}",20,4,-82.96739536838466,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
196,False,"{'a': 0.8, 'e': 0.8676366068709613}",20,0,-53.704072059603014,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
197,False,"{'a': 0.8, 'e': 0.247819605992965}",20,0,-63.307337555546,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
198,False,"{'a': 0.8, 'e': 0.52232144246484}",25,15,15.287664118740258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.9756293127952373}",35,0,-239.9775405990481,"{0: 20, 1: 5, 2: 5, 3: 1, 4: 4}",0
200,False,"{'a': 0.8, 'e': 0.8371335336555805}",20,0,-55.412239180210825,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
201,False,"{'a': 0.8, 'e': 0.19084378623943712}",20,16,8.947302320511856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.5712092410350961}",20,0,-64.29749575925939,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
203,False,"{'a': 0.8, 'e': 0.986774407579963}",20,0,-94.93367944192012,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
204,False,"{'a': 0.8, 'e': 0.803775459710974}",30,0,-43.28447209963428,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
205,False,"{'a': 0.8, 'e': 0.13321710359850417}",20,12,18.568232374876153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.6181489599572276}",20,0,-12.08383558770769,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
207,False,"{'a': 0.8, 'e': 0.9945541591548367}",30,0,-129.06902620049874,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
208,False,"{'a': 0.8, 'e': 0.7676761510273851}",30,0,-115.00238278701048,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
209,False,"{'a': 0.8, 'e': 0.07513609089835323}",20,0,26.000773459420127,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.8, 'e': 0.6629805137414022}",25,0,-134.47945702406358,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
211,False,"{'a': 0.8, 'e': 0.9989420350784735}",20,0,-120.3529384319488,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
212,False,"{'a': 0.8, 'e': 0.7289587224347689}",25,13,-29.37619538037576,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.8, 'e': 0.01679883043639898}",25,14,20.249491872562658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.7055510066862999}",25,19,6.137073663771085,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.9999230707263996}",20,0,-76.02110697678981,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
216,False,"{'a': 0.8, 'e': 0.6877552177258895}",20,0,-54.418557029517565,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
217,False,"{'a': 0.8, 'e': 0.041595721570086876}",20,14,11.886448284735696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.7457152543219417}",30,7,-51.901484978466506,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
219,False,"{'a': 0.8, 'e': 0.9974939203271522}",20,4,-126.79444010042795,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 3}",1
220,False,"{'a': 0.8, 'e': 0.6442061593279285}",20,11,-9.105717671998224,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.09984841351408902}",25,5,24.39459916755243,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.7833362785537812}",20,0,-132.23197357273696,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
223,False,"{'a': 0.8, 'e': 0.9916628683728455}",20,0,-89.37469027385971,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
224,False,"{'a': 0.8, 'e': 0.5984600690578581}",30,17,-12.54106586599894,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.15776057759490345}",25,15,14.639097343481675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.8182857748195622}",25,0,-75.23891144016159,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
227,False,"{'a': 0.8, 'e': 0.9824498013653541}",20,0,-156.62471891574612,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
228,False,"{'a': 0.8, 'e': 0.5506729615965025}",20,13,-1.2964028679402788,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.21513470736462095}",30,9,-9.882630968105625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.8, 'e': 0.8504445496652635}",30,0,-115.31403962061214,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
231,False,"{'a': 0.8, 'e': 0.9698861399944007}",20,0,-59.18017792031603,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
232,False,"{'a': 0.8, 'e': 0.5010078124085915}",25,3,-8.558024507438862,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.2717751313135924}",20,0,24.555506339890755,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.8, 'e': 0.879702927248347}",20,0,-51.25391058518729,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
235,False,"{'a': 0.8, 'e': 0.9540147319789499}",30,6,-62.008618604190794,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
236,False,"{'a': 0.8, 'e': 0.44963400192318187}",30,0,-30.54298410038834,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
237,False,"{'a': 0.8, 'e': 0.32748868019793625}",25,12,19.913130411659296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.9059611233815026}",35,0,-105.56308833788586,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
239,False,"{'a': 0.8, 'e': 0.9348897059372352}",20,4,-117.28563113095426,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 2}",1
240,False,"{'a': 0.8, 'e': 0.39672673787063467}",20,2,-18.741679121294705,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.8, 'e': 0.382085345833471}",20,1,-80.31801999826786,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 1}",1
242,False,"{'a': 0.8, 'e': 0.9291295858414403}",20,0,-52.6553298464776,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
243,False,"{'a': 0.8, 'e': 0.9125762867839093}",20,14,7.869148454814158,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.3424664577455166}",20,6,-29.82166812287452,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.43537892910860865}",25,0,-36.42184432759696,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
246,False,"{'a': 0.8, 'e': 0.9491292997822126}",20,0,-32.91008553488505,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
247,False,"{'a': 0.8, 'e': 0.8871505732838783}",20,0,-54.20088122462762,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
248,False,"{'a': 0.8, 'e': 0.2870382134339062}",30,0,-85.32125885333681,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
249,False,"{'a': 0.8, 'e': 0.48718767500700594}",35,0,-86.02694445079624,"{0: 23, 1: 7, 2: 3, 3: 1, 4: 1}",0
250,False,"{'a': 0.8, 'e': 0.9658920572111801}",30,0,-194.56189900886096,"{0: 15, 1: 0, 2: 13, 3: 0, 4: 2}",0
251,False,"{'a': 0.8, 'e': 0.858699278521309}",25,0,-115.87840285595229,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
252,False,"{'a': 0.8, 'e': 0.23063104010356614}",25,15,19.051128477246465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.537334892473588}",25,7,2.9309598541592496,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.9793606896089245}",20,0,-94.00490825798333,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
255,False,"{'a': 0.8, 'e': 0.8273194341692289}",20,0,-3.206420411755424,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
256,False,"{'a': 0.8, 'e': 0.17343731150906666}",25,13,25.132162872252323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.5856495570102065}",20,7,-38.19464105451532,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.8, 'e': 0.9894892628994973}",25,0,-57.43265819362164,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
259,False,"{'a': 0.8, 'e': 0.7931180595679168}",20,6,-16.759545082866364,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.11565208391123868}",20,1,27.436046290841652,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.631966893946036}",20,0,-44.479994905261506,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
